"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Leftover Capture Data","Info"
"6369","450.741411","1.2.1","host","USB","72","00001c0000000000","00001c0000000000","URB_INTERRUPT in"
"6371","450.853407","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6373","450.869444","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6375","450.957414","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6381","452.029398","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"6383","452.157462","1.2.1","host","USB","72","00000b0800000000","00000b0800000000","URB_INTERRUPT in"
"6385","452.181468","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"6387","452.245395","1.2.1","host","USB","72","0000082c00000000","0000082c00000000","URB_INTERRUPT in"
"6389","452.261431","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6391","452.365410","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6397","452.533444","1.2.1","host","USB","72","00001a0000000000","00001a0000000000","URB_INTERRUPT in"
"6399","452.621463","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6401","452.701467","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"6403","452.813401","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6405","453.429418","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"6411","453.533462","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6413","453.637460","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"6415","453.733446","1.2.1","host","USB","72","00000f0700000000","00000f0700000000","URB_INTERRUPT in"
"6417","453.741411","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"6419","453.853460","1.2.1","host","USB","72","0000072c00000000","0000072c00000000","URB_INTERRUPT in"
"6421","453.861413","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6423","453.981456","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6429","454.997400","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"6431","455.093414","1.2.1","host","USB","72","0000071200000000","0000071200000000","URB_INTERRUPT in"
"6433","455.109407","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"6435","455.197385","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6437","455.205392","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6439","455.309408","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6441","455.373450","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6447","455.469385","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6449","455.485397","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"6451","455.573444","1.2.1","host","USB","72","00000b0400000000","00000b0400000000","URB_INTERRUPT in"
"6453","455.581385","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"6455","455.677442","1.2.1","host","USB","72","0000041700000000","0000041700000000","URB_INTERRUPT in"
"6457","455.685386","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6459","455.813410","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6461","456.173442","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6463","456.245445","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6465","456.317453","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6467","456.397421","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6469","456.453447","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6475","456.525452","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6477","456.581384","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6479","456.677447","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6481","456.861458","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"6483","456.965445","1.2.1","host","USB","72","00000b0400000000","00000b0400000000","URB_INTERRUPT in"
"6485","456.973377","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"6487","457.045447","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6489","457.053380","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6491","457.181452","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6493","457.277374","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6495","457.365384","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6497","457.421372","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6503","457.501373","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6505","457.597439","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6507","457.701437","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6509","457.741392","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"6511","457.829376","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6513","458.013369","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6515","458.093372","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6517","458.149397","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6519","458.229371","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6521","458.293400","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6523","458.397369","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6525","458.421366","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6531","458.517365","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6533","458.629371","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"6535","458.733370","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6537","458.917445","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6539","459.013365","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6541","459.133366","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"6543","459.213364","1.2.1","host","USB","72","00000b0400000000","00000b0400000000","URB_INTERRUPT in"
"6545","459.237386","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"6547","459.309361","1.2.1","host","USB","72","0000041700000000","0000041700000000","URB_INTERRUPT in"
"6549","459.325386","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6551","459.461367","1.2.1","host","USB","72","0000172c00000000","0000172c00000000","URB_INTERRUPT in"
"6557","459.477371","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6559","459.589378","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6565","461.013352","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"6567","461.077351","1.2.1","host","USB","72","00000b0800000000","00000b0800000000","URB_INTERRUPT in"
"6569","461.117366","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"6571","461.165354","1.2.1","host","USB","72","0000082c00000000","0000082c00000000","URB_INTERRUPT in"
"6573","461.173357","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6575","461.261396","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6577","461.269353","1.2.1","host","USB","72","00000d0000000000","00000d0000000000","URB_INTERRUPT in"
"6579","461.349384","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6581","461.405350","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"6583","461.461353","1.2.1","host","USB","72","0000181600000000","0000181600000000","URB_INTERRUPT in"
"6589","461.509389","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"6591","461.557397","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6593","461.605353","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6595","461.709353","1.2.1","host","USB","72","0000172c00000000","0000172c00000000","URB_INTERRUPT in"
"6597","461.725366","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6599","461.805416","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6605","462.629428","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"6607","462.717416","1.2.1","host","USB","72","0000160400000000","0000160400000000","URB_INTERRUPT in"
"6609","462.797393","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"6611","462.821419","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6613","462.885408","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"6615","462.997376","1.2.1","host","USB","72","00000c0700000000","00000c0700000000","URB_INTERRUPT in"
"6617","463.013345","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"6619","463.117411","1.2.1","host","USB","72","0000072c00000000","0000072c00000000","URB_INTERRUPT in"
"6621","463.125373","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6623","463.213345","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6625","463.309341","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"6627","463.389429","1.2.1","host","USB","72","00000b0800000000","00000b0800000000","URB_INTERRUPT in"
"6629","463.405349","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"6635","463.509342","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6637","463.525401","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6639","463.621341","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6673","471.701369","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6675","471.805366","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6677","471.813300","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"6679","471.909368","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6681","471.981319","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"6683","472.077330","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6685","472.101356","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"6687","472.221300","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6693","473.469358","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6699","473.557288","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6701","473.893346","1.2.1","host","USB","72","0000100000000000","0000100000000000","URB_INTERRUPT in"
"6703","474.021358","1.2.1","host","USB","72","0000100800000000","0000100800000000","URB_INTERRUPT in"
"6705","474.037348","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"6707","474.133356","1.2.1","host","USB","72","0000082c00000000","0000082c00000000","URB_INTERRUPT in"
"6709","474.149284","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6711","474.221346","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6713","474.245357","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6715","474.341357","1.2.1","host","USB","72","0000171200000000","0000171200000000","URB_INTERRUPT in"
"6717","474.365345","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"6719","474.469306","1.2.1","host","USB","72","0000122c00000000","0000122c00000000","URB_INTERRUPT in"
"6725","474.477279","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6727","474.565350","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6729","474.909348","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"6731","474.997284","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"6733","475.085350","1.2.1","host","USB","72","0000122c00000000","0000122c00000000","URB_INTERRUPT in"
"6735","475.101313","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6737","475.197321","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6739","475.357303","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"6745","475.485281","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6747","475.509301","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6749","475.613302","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6751","475.869342","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6753","475.949348","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6755","475.957318","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"6757","476.069346","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6759","476.197276","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"6761","476.293350","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6767","476.557342","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"6769","476.693342","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6771","476.821340","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6777","477.549340","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"6779","477.637327","1.2.1","host","USB","72","00000b0c00000000","00000b0c00000000","URB_INTERRUPT in"
"6781","477.669270","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"6783","477.741309","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6785","477.861279","1.2.1","host","USB","72","0000100000000000","0000100000000000","URB_INTERRUPT in"
"6787","477.925336","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6789","478.141286","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6791","478.245279","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6797","478.693274","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6799","478.797263","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6801","478.805261","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"6803","478.925339","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6805","478.933263","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6807","479.013267","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6813","479.637280","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6815","479.733255","1.2.1","host","USB","72","0000170400000000","0000170400000000","URB_INTERRUPT in"
"6817","479.781303","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"6819","479.829284","1.2.1","host","USB","72","0000040e00000000","0000040e00000000","URB_INTERRUPT in"
"6821","479.853255","1.2.1","host","USB","72","00000e0000000000","00000e0000000000","URB_INTERRUPT in"
"6823","479.981322","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6825","480.013258","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"6827","480.117261","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6837","482.173243","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6839","482.277314","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6845","482.821304","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"6847","482.909321","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6849","482.949250","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6851","483.053315","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6853","483.157250","1.2.1","host","USB","72","0000050000000000","0000050000000000","URB_INTERRUPT in"
"6855","483.261251","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6857","483.333317","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"6859","483.437313","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6873","486.037292","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6875","486.149228","1.2.1","host","USB","72","00002a0400000000","00002a0400000000","URB_INTERRUPT in"
"6877","486.173225","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"6879","486.253291","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6885","486.789294","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6887","486.885281","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6889","486.901288","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"6891","486.989285","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6893","487.069222","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"6895","487.165221","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6897","487.381245","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6903","487.493213","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6905","487.965282","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6907","488.061283","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6909","488.381280","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"6911","488.461272","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6913","488.477280","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"6919","488.573272","1.2.1","host","USB","72","0000110700000000","0000110700000000","URB_INTERRUPT in"
"6921","488.581236","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"6923","488.677272","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6925","488.685222","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6927","488.789280","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6929","488.797258","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"6931","488.917278","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"6933","489.021278","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6935","489.117284","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6937","489.277274","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"6939","489.357237","1.2.1","host","USB","72","0000170b00000000","0000170b00000000","URB_INTERRUPT in"
"6941","489.365210","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"6943","489.437243","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6949","489.517203","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"6951","489.605206","1.2.1","host","USB","72","00000c1600000000","00000c1600000000","URB_INTERRUPT in"
"6953","489.629205","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"6955","489.661275","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6957","489.845273","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6959","489.941271","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6961","489.989270","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6963","490.077275","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6973","490.525281","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"6975","490.629255","1.2.1","host","USB","72","0000121600000000","0000121600000000","URB_INTERRUPT in"
"6977","490.645216","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"6979","490.741267","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6981","490.765203","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"6983","490.869208","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6989","492.173268","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6991","492.277260","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"6993","492.333224","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"6995","492.421275","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7001","492.501222","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"7003","492.581197","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7005","492.645260","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"7007","492.741264","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7009","492.781250","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"7011","492.861189","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7013","493.413186","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"7015","493.485264","1.2.1","host","USB","72","00000b0c00000000","00000b0c00000000","URB_INTERRUPT in"
"7021","493.541255","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"7023","493.605185","1.2.1","host","USB","72","00000c1600000000","00000c1600000000","URB_INTERRUPT in"
"7025","493.645225","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"7027","493.693259","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7033","494.589252","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"7035","494.701249","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7037","495.101187","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"7039","495.181246","1.2.1","host","USB","72","00000b1200000000","00000b1200000000","URB_INTERRUPT in"
"7041","495.213177","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"7043","495.277257","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7045","495.341245","1.2.1","host","USB","72","0000100000000000","0000100000000000","URB_INTERRUPT in"
"7047","495.461247","1.2.1","host","USB","72","0000100800000000","0000100800000000","URB_INTERRUPT in"
"7049","495.477191","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"7055","495.557247","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7057","495.685245","1.2.1","host","USB","72","00001a0000000000","00001a0000000000","URB_INTERRUPT in"
"7059","495.789253","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7061","495.853240","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"7063","495.965249","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7065","496.477204","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"7071","496.589168","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7073","496.741171","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"7075","496.877172","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"7077","496.973174","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7079","497.005167","1.2.1","host","USB","72","00000e0000000000","00000e0000000000","URB_INTERRUPT in"
"7081","497.101228","1.2.1","host","USB","72","00000e2c00000000","00000e2c00000000","URB_INTERRUPT in"
"7083","497.109177","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"7085","497.197166","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7091","497.869232","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"7093","497.981237","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7095","498.221176","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"7097","498.309165","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7099","498.341160","1.2.1","host","USB","72","00001a0000000000","00001a0000000000","URB_INTERRUPT in"
"7101","498.421236","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7107","498.853232","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"7109","498.981192","1.2.1","host","USB","72","00000b0800000000","00000b0800000000","URB_INTERRUPT in"
"7111","498.989158","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"7113","499.101224","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7115","499.117177","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"7117","499.181165","1.2.1","host","USB","72","0000112c00000000","0000112c00000000","URB_INTERRUPT in"
"7119","499.189161","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"7121","499.269228","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"7127","499.621164","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
